pairid,ident1,project1,file1,method1,ident2,project2,file2,method2,sim,sim_tok
191,4820,commons-math,repos/commons-math/src/main/java/org/apache/commons/math4/geometry/euclidean/threed/FieldVector3D.java,FieldVector3D.crossProduct(FieldVector3D<T>),7312,deeplearning4j,repos/deeplearning4j/nd4j/nd4j-backends/nd4j-api-parent/nd4j-api/src/main/java/org/nd4j/linalg/api/blas/impl/BaseLevel1.java,"BaseLevel1.copy(INDArray, INDArray)",0.20441028485542057,0.36723163841807904
192,68,caffeine,repos/caffeine/caffeine/src/main/java/com/github/benmanes/caffeine/cache/stats/CacheStats.java,CacheStats.loadCount(),19309,guava,repos/guava/guava/src/com/google/common/cache/CacheStats.java,CacheStats.loadCount(),0.894598346171722,1.0
193,18081,guava,repos/guava/guava/src/com/google/common/io/Files.java,Files.createParentDirs(File),31098,openjdk11,repos/openjdk11/src/java.base/share/classes/java/io/File.java,File.mkdirs(),0.4800765349178179,0.41666666666666663
194,210,caffeine,repos/caffeine/caffeine/src/jmh/java/com/github/benmanes/caffeine/cache/impl/ConcurrentHashMapV7.java,ConcurrentHashMapV7.get(Object),29111,openjdk11,repos/openjdk11/src/java.base/share/classes/java/util/concurrent/ConcurrentHashMap.java,ConcurrentHashMap.get(Object),0.9999999999999997,0.5497630331753555
195,9551,deeplearning4j,repos/deeplearning4j/deeplearning4j/deeplearning4j-scaleout/spark/dl4j-spark-parameterserver/src/main/java/org/deeplearning4j/spark/parameterserver/training/SharedTrainingMaster.java,SharedTrainingMaster.Builder.debugLongerIterations(long),12545,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/search/org/eclipse/jdt/internal/core/nd/db/Database.java,Database.reportFreeBlocks(),0.2176518119540341,0.08750000000000002
196,5282,deeplearning4j,repos/deeplearning4j/datavec/datavec-api/src/main/java/org/datavec/api/io/WritableComparator.java,"WritableComparator.readLong(byte[], int)",24742,openjdk11,repos/openjdk11/test/lib/jdk/test/lib/util/SerializationUtils.java,SerializationUtils.deserialize(byte[]),0.2301393698768798,0.40625
197,65,caffeine,repos/caffeine/caffeine/src/main/java/com/github/benmanes/caffeine/cache/stats/CacheStats.java,CacheStats.requestCount(),19306,guava,repos/guava/guava/src/com/google/common/cache/CacheStats.java,CacheStats.requestCount(),0.8797512917439972,1.0
198,12541,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/search/org/eclipse/jdt/internal/core/nd/db/Database.java,"Database.memcpy(long, long, int)",25656,openjdk11,repos/openjdk11/src/java.base/windows/classes/sun/nio/fs/WindowsFileCopy.java,"WindowsFileCopy.copy(WindowsPath, WindowsPath, CopyOption[])",0.21424074920195985,0.05422446406052961
199,18539,guava,repos/guava/guava/src/com/google/common/hash/BloomFilterStrategies.java,BloomFilterStrategies.LockFreeBitArray.bitSize(),35235,openjdk11,repos/openjdk11/src/jdk.scripting.nashorn/share/classes/jdk/nashorn/internal/runtime/BitVector.java,BitVector.resize(long),0.21746271357862373,0.1333333333333333
200,6305,deeplearning4j,repos/deeplearning4j/nd4j/nd4j-backends/nd4j-api-parent/nd4j-api/src/main/java/org/nd4j/autodiff/samediff/SameDiff.java,SameDiff.sru(SRUConfiguration),36436,openjdk11,repos/openjdk11/src/jdk.javadoc/share/classes/jdk/javadoc/internal/doclets/formats/html/ClassUseWriter.java,"ClassUseWriter.generate(HtmlConfiguration, ClassTree)",0.19233435452326525,0.12745098039215685
201,218,caffeine,repos/caffeine/caffeine/src/jmh/java/com/github/benmanes/caffeine/cache/impl/ConcurrentHashMapV7.java,ConcurrentHashMapV7.clear(),29117,openjdk11,repos/openjdk11/src/java.base/share/classes/java/util/concurrent/ConcurrentHashMap.java,ConcurrentHashMap.clear(),0.9999999999999999,0.28865979381443296
202,17485,guava,repos/guava/guava-tests/benchmark/com/google/common/util/concurrent/MonitorBasedPriorityBlockingQueue.java,MonitorBasedPriorityBlockingQueue.contains(Object),29193,openjdk11,repos/openjdk11/src/java.base/share/classes/java/util/concurrent/ArrayBlockingQueue.java,ArrayBlockingQueue.contains(Object),0.9999999999999998,0.2755905511811023
203,7087,deeplearning4j,repos/deeplearning4j/nd4j/nd4j-backends/nd4j-api-parent/nd4j-api/src/main/java/org/nd4j/linalg/workspace/WorkspaceUtils.java,WorkspaceUtils.assertNoWorkspacesOpen(String),36790,openjdk11,repos/openjdk11/src/jdk.javadoc/share/classes/com/sun/tools/javadoc/main/DocEnv.java,DocEnv.printNotice(String),0.19606515723811932,0.1648351648351648
204,1635,commons-collections,repos/commons-collections/src/main/java/org/apache/commons/collections4/IterableUtils.java,IterableUtils.loopingIterable(Iterable<E>),18874,guava,repos/guava/guava/src/com/google/common/collect/Iterators.java,Iterators.cycle(Iterable<T>),0.4009532586317825,0.487603305785124
205,4957,deeplearning4j,repos/deeplearning4j/datavec/datavec-spark/src/main/java/org/datavec/spark/transform/Normalization.java,"Normalization.normalizeSequence(Schema, JavaRDD<List<List<Writable>>>, double, double, List<String>)",20919,openjdk11,repos/openjdk11/test/hotspot/jtreg/runtime/CommandLine/OptionsValidation/common/optionsvalidation/DoubleJVMOption.java,DoubleJVMOption.setMax(String),0.21968375082363478,0.12643678160919536
206,14682,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core.tests.compiler/src/org/eclipse/jdt/core/tests/runtime/TargetInterface.java,TargetInterface.disconnect(),53545,openjdk11,repos/openjdk11/src/jdk.attach/linux/classes/sun/tools/attach/VirtualMachineImpl.java,VirtualMachineImpl.detach(),0.20230848668923412,0.36111111111111116
207,2680,commons-lang,repos/commons-lang/src/main/java/org/apache/commons/lang3/builder/ToStringStyle.java,ToStringStyle.removeLastFieldSeparator(StringBuffer),48591,openjdk11,repos/openjdk11/src/java.xml/share/classes/com/sun/org/apache/xml/internal/utils/StringToStringTableVector.java,StringToStringTableVector.removeLastElem(),0.22828594151088927,0.15094339622641506
208,15255,freemind,repos/freemind/plugins/wsl/src/org/apache/tools/tar/TarBuffer.java,TarBuffer.readRecord(),26308,openjdk11,repos/openjdk11/src/java.base/share/classes/sun/security/rsa/RSAPadding.java,RSAPadding.unpad(byte[]),0.21587688773652977,0.37234042553191493
209,18239,guava,repos/guava/guava/src/com/google/common/reflect/Invokable.java,Invokable.returning(TypeToken<R1>),32328,openjdk11,repos/openjdk11/src/java.base/share/classes/java/lang/invoke/LambdaForm.java,LambdaForm.returnType(),0.200672147265243,0.26315789473684215
210,543,checkstyle,repos/checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/gui/MainFrameModel.java,MainFrameModel.openFile(File),5454,deeplearning4j,repos/deeplearning4j/datavec/datavec-data/datavec-data-image/src/main/java/org/datavec/image/loader/ImageLoader.java,ImageLoader.fromFile(File),0.26357407461533916,0.09960159362549803
211,17488,guava,repos/guava/guava-tests/benchmark/com/google/common/util/concurrent/MonitorBasedPriorityBlockingQueue.java,MonitorBasedPriorityBlockingQueue.clear(),28552,openjdk11,repos/openjdk11/src/java.base/share/classes/java/util/concurrent/LinkedBlockingQueue.java,LinkedBlockingQueue.clear(),1.0,0.3246753246753247
212,17477,guava,repos/guava/guava-tests/benchmark/com/google/common/util/concurrent/MonitorBasedArrayBlockingQueue.java,MonitorBasedArrayBlockingQueue.remove(Object),30127,openjdk11,repos/openjdk11/src/java.base/share/classes/java/util/PriorityQueue.java,PriorityQueue.remove(Object),0.9767319825511308,0.2524271844660194
213,14201,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/model/org/eclipse/jdt/internal/core/JavaModelOperation.java,JavaModelOperation.runOperation(IProgressMonitor),25322,openjdk11,repos/openjdk11/test/langtools/tools/javadoc/CheckResourceKeys.java,CheckResourceKeys.run(String[]),0.2060307875984708,0.3926940639269406
214,9412,deeplearning4j,repos/deeplearning4j/deeplearning4j/deeplearning4j-nearestneighbors-parent/nearestneighbor-core/src/main/java/org/deeplearning4j/clustering/sptree/SpTree.java,SpTree.depth(),41090,openjdk11,repos/openjdk11/src/java.desktop/share/classes/javax/swing/plaf/metal/MetalFileChooserUI.java,MetalFileChooserUI.DirectoryComboBoxModel.getDepth(int),0.27650463826899396,0.25
215,15073,freemind,repos/freemind/freemind/freemind/preferences/layout/KeyEventTranslator.java,KeyEventTranslator.translateKeyEvent(KeyEvent),41651,openjdk11,repos/openjdk11/src/java.desktop/share/classes/javax/swing/plaf/basic/BasicTreeUI.java,BasicTreeUI.MouseInputHandler.removeFromSource(),0.2112940365258078,0.12240184757505779
216,1616,commons-collections,repos/commons-collections/src/main/java/org/apache/commons/collections4/bidimap/TreeBidiMap.java,TreeBidiMap.clear(),57933,openjdk11,repos/openjdk11/src/jdk.compiler/share/classes/com/sun/tools/javac/util/IntHashTable.java,IntHashTable.clear(),1.0,0.34375
217,17480,guava,repos/guava/guava-tests/benchmark/com/google/common/util/concurrent/MonitorBasedArrayBlockingQueue.java,MonitorBasedArrayBlockingQueue.toArray(T[]),28565,openjdk11,repos/openjdk11/src/java.base/share/classes/java/util/concurrent/ConcurrentLinkedQueue.java,ConcurrentLinkedQueue.toArray(T[]),0.9320634650738868,0.14516129032258063
218,8598,deeplearning4j,repos/deeplearning4j/deeplearning4j/deeplearning4j-nn/src/main/java/org/deeplearning4j/eval/EvaluationBinary.java,EvaluationBinary.setLabelNames(List<String>),59582,openjdk11,repos/openjdk11/src/jdk.rmic/share/classes/sun/tools/tree/Statement.java,"Statement.setLabel(Environment, Expression)",0.21026849769839512,0.2210526315789474
219,14210,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/model/org/eclipse/jdt/internal/core/SelectionRequestor.java,SelectionRequestor.getElements(),30660,openjdk11,repos/openjdk11/src/java.base/share/classes/java/security/cert/Certificate.java,Certificate.CertificateRep.readResolve(),0.20829985734026238,0.3220338983050848
220,14224,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/model/org/eclipse/jdt/internal/core/CompilationUnitStructureRequestor.java,CompilationUnitStructureRequestor.resolveDuplicates(SourceRefElement),33786,openjdk11,repos/openjdk11/src/java.base/share/classes/com/sun/java/util/jar/pack/BandStructure.java,BandStructure.IntBand.getIntCount(int),0.19569093013848282,0.30069930069930073
221,7499,deeplearning4j,repos/deeplearning4j/nd4j/nd4j-jdbc/nd4j-jdbc-api/src/main/java/org/nd4j/jdbc/loader/impl/BaseLoader.java,BaseLoader.delete(String),56725,openjdk11,repos/openjdk11/src/java.xml.crypto/share/classes/com/sun/org/apache/xml/internal/security/signature/SignatureProperty.java,SignatureProperty.setId(String),0.2007850712305464,0.3421052631578947
222,15158,freemind,repos/freemind/pda/Node.java,Node.removeAllChildren(),46075,openjdk11,repos/openjdk11/src/java.desktop/share/classes/javax/swing/tree/DefaultMutableTreeNode.java,DefaultMutableTreeNode.removeAllChildren(),0.5882330323354686,0.375
223,14216,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/model/org/eclipse/jdt/internal/core/JavaModelStatus.java,JavaModelStatus.getMessage(),44053,openjdk11,repos/openjdk11/src/java.desktop/share/classes/javax/swing/text/html/parser/ContentModelState.java,ContentModelState.getModel(),0.35308892841458706,0.026431718061673992
224,17574,guava,repos/guava/guava/src/com/google/common/util/concurrent/AtomicDoubleArray.java,"AtomicDoubleArray.getAndAdd(int, double)",28624,openjdk11,repos/openjdk11/src/java.base/share/classes/java/util/concurrent/atomic/AtomicLongArray.java,"AtomicLongArray.getAndAdd(int, long)",0.7433790042149745,0.27118644067796616
225,17477,guava,repos/guava/guava-tests/benchmark/com/google/common/util/concurrent/MonitorBasedArrayBlockingQueue.java,MonitorBasedArrayBlockingQueue.remove(Object),29000,openjdk11,repos/openjdk11/src/java.base/share/classes/java/util/concurrent/LinkedTransferQueue.java,LinkedTransferQueue.remove(Object),0.9999999999999998,0.3403141361256544
226,5357,deeplearning4j,repos/deeplearning4j/datavec/datavec-api/src/main/java/org/datavec/api/records/IOUtils.java,"IOUtils.compareBytes(byte[], int, int, byte[], int, int)",47797,openjdk11,repos/openjdk11/src/jdk.hotspot.agent/share/classes/sun/jvm/hotspot/debugger/InputLexer.java,"InputLexer.readBytes(byte[], int, int)",0.212669112829405,0.25
227,1691,commons-collections,repos/commons-collections/src/main/java/org/apache/commons/collections4/functors/FunctorUtils.java,"FunctorUtils.copy(Transformer<?, ?>[])",6619,deeplearning4j,repos/deeplearning4j/nd4j/nd4j-backends/nd4j-api-parent/nd4j-api/src/main/java/org/nd4j/linalg/dataset/DataSet.java,DataSet.copy(),0.17574661176108217,0.21590909090909094
228,12590,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/search/org/eclipse/jdt/internal/core/nd/java/NdTypeAnnotation.java,NdTypeAnnotation.getTargetType(),40278,openjdk11,repos/openjdk11/src/java.desktop/share/classes/java/awt/color/ICC_Profile.java,ICC_Profile.getProfileClass(),0.17670101098669266,0.10655737704918034
229,14820,freemind,repos/freemind/freemind/freemind/controller/MapModuleManager.java,MapModuleManager.getMapModules(),25541,openjdk11,repos/openjdk11/src/jdk.jdi/share/classes/com/sun/tools/jdi/ReferenceTypeImpl.java,ReferenceTypeImpl.getValues(List<?>),0.1934565100744679,0.1759656652360515
230,11199,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core.tests.model/workspace/Compiler/src/org/eclipse/jdt/internal/compiler/lookup/ArrayBinding.java,"ArrayBinding.collectSubstitutes(TypeBinding, Map)",59434,openjdk11,repos/openjdk11/src/jdk.rmic/share/classes/sun/tools/java/Type.java,Type.isType(int),0.1634944262774048,0.06666666666666665
231,9557,deeplearning4j,repos/deeplearning4j/deeplearning4j/deeplearning4j-scaleout/spark/dl4j-spark-parameterserver/src/main/java/org/deeplearning4j/spark/parameterserver/pw/SharedTrainingWrapper.java,SharedTrainingWrapper.attachMDS(Iterator<MultiDataSet>),56911,openjdk11,repos/openjdk11/src/java.xml.crypto/share/classes/com/sun/org/apache/xml/internal/security/algorithms/JCEMapper.java,JCEMapper.registerDefaultAlgorithms(),0.16207218790413228,0.09917355371900827
232,12581,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/search/org/eclipse/jdt/internal/core/nd/java/NdMethod.java,NdMethod.getParameterNames(),58152,openjdk11,repos/openjdk11/src/jdk.compiler/share/classes/com/sun/tools/javac/jvm/ClassWriter.java,ClassWriter.writeMethodParametersAttr(MethodSymbol),0.20292793130328798,0.26449275362318836
233,2394,commons-lang,repos/commons-lang/src/main/java/org/apache/commons/lang3/time/StopWatch.java,StopWatch.unsplit(),48694,openjdk11,repos/openjdk11/src/java.xml/share/classes/com/sun/org/apache/xml/internal/serializer/AttributesImplSerializer.java,AttributesImplSerializer.clear(),0.18650116434573322,0.3548387096774194
234,33,caffeine,repos/caffeine/caffeine/src/main/java/com/github/benmanes/caffeine/cache/CaffeineSpec.java,CaffeineSpec.parse(String),19304,guava,repos/guava/guava/src/com/google/common/cache/CacheBuilderSpec.java,CacheBuilderSpec.parse(String),0.18289424246042804,0.26712328767123283
235,856,checkstyle,repos/checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/api/DetailAST.java,DetailAST.getColumnNo(),57889,openjdk11,repos/openjdk11/src/jdk.compiler/share/classes/com/sun/tools/javac/util/JCDiagnostic.java,JCDiagnostic.getColumnNumber(),0.17737823470921193,0.3220338983050848
236,17876,guava,repos/guava/guava/src/com/google/common/primitives/UnsignedInteger.java,UnsignedInteger.valueOf(long),59776,openjdk11,repos/openjdk11/src/jdk.rmic/share/classes/sun/tools/tree/DoubleExpression.java,DoubleExpression.equals(int),0.18084452468150067,0.23076923076923073
237,15110,freemind,repos/freemind/freemind/plugins/svg/ExportPdfPapers.java,ExportPdfPapers.getPaperNames(),59379,openjdk11,repos/openjdk11/src/jdk.rmic/share/classes/sun/tools/java/Imports.java,Imports.resolve(Environment),0.30292290420907925,0.08427876823338731
238,17882,guava,repos/guava/guava/src/com/google/common/primitives/UnsignedInteger.java,UnsignedInteger.mod(UnsignedInteger),33480,openjdk11,repos/openjdk11/src/java.base/share/classes/java/math/BigInteger.java,BigInteger.modInverse(BigInteger),0.21486701289182963,0.17592592592592593
239,1508,commons-collections,repos/commons-collections/src/main/java/org/apache/commons/collections4/iterators/ObjectArrayListIterator.java,ObjectArrayListIterator.previous(),14359,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/model/org/eclipse/jdt/internal/core/JavaElementDelta.java,"JavaElementDelta.removeAndShrinkArray(IJavaElementDelta[], int)",0.35700856354394145,0.21333333333333337
240,191,caffeine,repos/caffeine/caffeine/src/main/java/com/github/benmanes/caffeine/cache/CacheLoader.java,"CacheLoader.asyncReload(K, V, Executor)",19377,guava,repos/guava/guava/src/com/google/common/cache/CacheLoader.java,"CacheLoader.reload(K, V)",0.5149656119376544,0.3770491803278688
241,253,caffeine,repos/caffeine/simulator/src/main/java/com/github/benmanes/caffeine/cache/simulator/policy/adaptive/ArcPolicy.java,ArcPolicy.Node.remove(),20175,openjdk11,repos/openjdk11/test/hotspot/jtreg/vmTestbase/nsk/share/jdi/EventHandler.java,EventHandler.removeListener(EventListener),0.18820884788795111,0.3939393939393939
242,3688,commons-math,repos/commons-math/src/main/java/org/apache/commons/math4/analysis/polynomials/PolynomialSplineFunction.java,PolynomialSplineFunction.isValidPoint(double),9376,deeplearning4j,repos/deeplearning4j/deeplearning4j/deeplearning4j-nearestneighbors-parent/nearestneighbor-core/src/main/java/org/deeplearning4j/clustering/cluster/ClusterSet.java,ClusterSet.nearestCluster(Point),0.29546177713893096,0.16326530612244894
243,5358,deeplearning4j,repos/deeplearning4j/datavec/datavec-api/src/main/java/org/datavec/api/records/Buffer.java,Buffer.set(byte[]),19936,openjdk11,repos/openjdk11/test/hotspot/jtreg/vmTestbase/nsk/share/jdwp/Transport.java,"Transport.write(byte[], int, int)",0.20638019450917147,0.34615384615384615
244,17484,guava,repos/guava/guava-tests/benchmark/com/google/common/util/concurrent/MonitorBasedPriorityBlockingQueue.java,MonitorBasedPriorityBlockingQueue.remove(Object),28548,openjdk11,repos/openjdk11/src/java.base/share/classes/java/util/concurrent/LinkedBlockingQueue.java,LinkedBlockingQueue.remove(Object),0.9767319825511308,0.28915662650602414
245,7227,deeplearning4j,repos/deeplearning4j/nd4j/nd4j-backends/nd4j-api-parent/nd4j-api/src/main/java/org/nd4j/linalg/api/ops/factory/DefaultOpFactory.java,"DefaultOpFactory.createScalarTransform(String, INDArray, double)",51008,openjdk11,repos/openjdk11/src/java.xml/share/classes/com/sun/org/apache/xerces/internal/impl/dtd/XMLNotationDecl.java,"XMLNotationDecl.setValues(String, String, String, String)",0.1769412057442945,0.3076923076923077
246,17485,guava,repos/guava/guava-tests/benchmark/com/google/common/util/concurrent/MonitorBasedPriorityBlockingQueue.java,MonitorBasedPriorityBlockingQueue.contains(Object),28549,openjdk11,repos/openjdk11/src/java.base/share/classes/java/util/concurrent/LinkedBlockingQueue.java,LinkedBlockingQueue.contains(Object),0.9999999999999998,0.359375
247,17484,guava,repos/guava/guava-tests/benchmark/com/google/common/util/concurrent/MonitorBasedPriorityBlockingQueue.java,MonitorBasedPriorityBlockingQueue.remove(Object),30127,openjdk11,repos/openjdk11/src/java.base/share/classes/java/util/PriorityQueue.java,PriorityQueue.remove(Object),1.0000000000000002,0.36111111111111116
248,13961,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/model/org/eclipse/jdt/internal/core/util/LRUCache.java,LRUCache.clone(),58824,openjdk11,repos/openjdk11/src/jdk.compiler/share/classes/com/sun/tools/javac/code/Type.java,Type.UndetVar.dup(Types),0.2731012288252256,0.3538461538461538
249,6452,deeplearning4j,repos/deeplearning4j/nd4j/nd4j-backends/nd4j-api-parent/nd4j-api/src/main/java/org/nd4j/autodiff/functions/DifferentialFunction.java,DifferentialFunction.arg(),58989,openjdk11,repos/openjdk11/src/jdk.compiler/share/classes/com/sun/tools/javac/tree/TreeInfo.java,TreeInfo.firstConstructorCall(JCTree),0.21703423052634624,0.15333333333333332
250,17478,guava,repos/guava/guava-tests/benchmark/com/google/common/util/concurrent/MonitorBasedArrayBlockingQueue.java,MonitorBasedArrayBlockingQueue.contains(Object),29001,openjdk11,repos/openjdk11/src/java.base/share/classes/java/util/concurrent/LinkedTransferQueue.java,LinkedTransferQueue.contains(Object),0.9999999999999998,0.36094674556213013
251,12417,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/ast/Block.java,Block.branchChainTo(BranchLabel),48753,openjdk11,repos/openjdk11/src/java.xml/share/classes/com/sun/org/apache/xml/internal/serializer/ToUnknownStream.java,"ToUnknownStream.endElement(String, String, String)",0.17074108492481618,0.3137254901960784
252,4490,commons-math,repos/commons-math/src/main/java/org/apache/commons/math4/fraction/BigFraction.java,BigFraction.pow(double),33469,openjdk11,repos/openjdk11/src/java.base/share/classes/java/math/BigInteger.java,BigInteger.pow(int),0.3984704595278555,0.05405405405405406
253,5746,deeplearning4j,repos/deeplearning4j/nd4j/nd4j-backends/nd4j-backend-impls/nd4j-cuda/src/main/java/org/nd4j/linalg/jcublas/context/ContextHolder.java,ContextHolder.getInstance(),58283,openjdk11,repos/openjdk11/src/jdk.compiler/share/classes/com/sun/tools/javac/comp/TransTypes.java,TransTypes.instance(Context),0.19159077443103154,0.2524271844660194
254,4586,commons-math,repos/commons-math/src/main/java/org/apache/commons/math4/ode/nonstiff/AdaptiveStepsizeFieldIntegrator.java,AdaptiveStepsizeFieldIntegrator.resetInternalState(),26494,openjdk11,repos/openjdk11/src/java.base/share/classes/sun/security/provider/SHA3.java,SHA3.implReset(),0.20241247048277544,0.4347826086956522
255,11011,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core.tests.model/src/org/eclipse/jdt/core/tests/model/ReconcilerTests9.java,ReconcilerTests9.setUp(),49321,openjdk11,repos/openjdk11/src/java.xml/share/classes/com/sun/org/apache/xml/internal/serialize/IndentPrinter.java,IndentPrinter.unindent(),0.1930317007250303,0.3176470588235294
256,15360,guava,repos/guava/guava-testlib/src/com/google/common/testing/TestLogHandler.java,TestLogHandler.getStoredLogRecords(),26948,openjdk11,repos/openjdk11/src/java.base/share/classes/sun/net/ProgressMonitor.java,ProgressMonitor.getProgressSources(),0.1872377474600507,0.2674418604651163
257,14908,freemind,repos/freemind/freemind/freemind/modes/mindmapmode/hooks/MindMapHookFactory.java,MindMapHookFactory.createNodeHook(String),39864,openjdk11,repos/openjdk11/src/java.desktop/share/classes/java/awt/CheckboxMenuItem.java,CheckboxMenuItem.addNotify(),0.1989757685288535,0.3939393939393939
258,1616,commons-collections,repos/commons-collections/src/main/java/org/apache/commons/collections4/bidimap/TreeBidiMap.java,TreeBidiMap.clear(),47828,openjdk11,repos/openjdk11/src/jdk.hotspot.agent/share/classes/sun/jvm/hotspot/debugger/LongHashMap.java,LongHashMap.clear(),1.0,0.39473684210526316
259,17478,guava,repos/guava/guava-tests/benchmark/com/google/common/util/concurrent/MonitorBasedArrayBlockingQueue.java,MonitorBasedArrayBlockingQueue.contains(Object),28466,openjdk11,repos/openjdk11/src/java.base/share/classes/java/util/concurrent/PriorityBlockingQueue.java,PriorityBlockingQueue.contains(Object),0.9999999999999998,0.37362637362637363
260,2312,commons-lang,repos/commons-lang/src/main/java/org/apache/commons/lang3/concurrent/AbstractCircuitBreaker.java,AbstractCircuitBreaker.isOpen(State),34312,openjdk11,repos/openjdk11/src/jdk.crypto.cryptoki/share/classes/sun/security/pkcs11/wrapper/Functions.java,Functions.sessionStateToString(long),0.2749591462208199,0.08333333333333337
261,17478,guava,repos/guava/guava-tests/benchmark/com/google/common/util/concurrent/MonitorBasedArrayBlockingQueue.java,MonitorBasedArrayBlockingQueue.contains(Object),28562,openjdk11,repos/openjdk11/src/java.base/share/classes/java/util/concurrent/ConcurrentLinkedQueue.java,ConcurrentLinkedQueue.contains(Object),0.9999999999999998,0.37106918238993714
262,5751,deeplearning4j,repos/deeplearning4j/nd4j/nd4j-backends/nd4j-backend-impls/nd4j-cuda/src/main/java/org/nd4j/linalg/jcublas/ops/executioner/CudaGridExecutioner.java,"CudaGridExecutioner.pushToGrid(OpDescriptor, boolean)",50264,openjdk11,repos/openjdk11/src/java.xml/share/classes/com/sun/org/apache/xerces/internal/dom/DOMNormalizer.java,"DOMNormalizer.XMLAttributesProxy.addAttribute(QName, String, String)",0.16994005978915944,0.3052631578947368
263,13000,eclipse.jdt.core,repos/eclipse.jdt.core/org.eclipse.jdt.core/dom/org/eclipse/jdt/core/dom/FieldAccess.java,FieldAccess.setExpression(Expression),35005,openjdk11,repos/openjdk11/src/jdk.scripting.nashorn/share/classes/jdk/nashorn/internal/ir/JoinPredecessorExpression.java,JoinPredecessorExpression.setExpression(Expression),0.1833670141527672,0.36170212765957444
264,2268,commons-lang,repos/commons-lang/src/main/java/org/apache/commons/lang3/event/EventListenerSupport.java,EventListenerSupport.removeListener(L),43577,openjdk11,repos/openjdk11/src/java.desktop/share/classes/javax/swing/text/DefaultStyledDocument.java,DefaultStyledDocument.removeDocumentListener(DocumentListener),0.23864429120688838,0.16842105263157892
265,219,caffeine,repos/caffeine/caffeine/src/jmh/java/com/github/benmanes/caffeine/cache/impl/ConcurrentHashMapV7.java,ConcurrentHashMapV7.keySet(),17482,guava,repos/guava/guava-tests/benchmark/com/google/common/util/concurrent/MonitorBasedArrayBlockingQueue.java,MonitorBasedArrayBlockingQueue.iterator(),0.5334174887116008,0.3529411764705882
266,17481,guava,repos/guava/guava-tests/benchmark/com/google/common/util/concurrent/MonitorBasedArrayBlockingQueue.java,MonitorBasedArrayBlockingQueue.clear(),28552,openjdk11,repos/openjdk11/src/java.base/share/classes/java/util/concurrent/LinkedBlockingQueue.java,LinkedBlockingQueue.clear(),1.0,0.3975903614457831
267,9088,deeplearning4j,repos/deeplearning4j/deeplearning4j/deeplearning4j-nlp-parent/deeplearning4j-nlp/src/main/java/org/deeplearning4j/models/sequencevectors/sequence/Sequence.java,Sequence.setSequenceLabel(T),35931,openjdk11,repos/openjdk11/src/jdk.scripting.nashorn/share/classes/jdk/nashorn/internal/codegen/MethodEmitter.java,MethodEmitter._goto(Label),0.21127416555388193,0.43999999999999995
268,17474,guava,repos/guava/guava-tests/benchmark/com/google/common/util/concurrent/MonitorBasedArrayBlockingQueue.java,MonitorBasedArrayBlockingQueue.put(E),29188,openjdk11,repos/openjdk11/src/java.base/share/classes/java/util/concurrent/ArrayBlockingQueue.java,ArrayBlockingQueue.put(E),0.9999999999999998,0.5740740740740741
269,217,caffeine,repos/caffeine/caffeine/src/jmh/java/com/github/benmanes/caffeine/cache/impl/ConcurrentHashMapV7.java,"ConcurrentHashMapV7.replace(K, V)",29051,openjdk11,repos/openjdk11/src/java.base/share/classes/java/util/concurrent/ConcurrentSkipListMap.java,"ConcurrentSkipListMap.putIfAbsent(K, V)",1.0000000000000002,0.4181818181818182
270,1190,commons-collections,repos/commons-collections/src/main/java/org/apache/commons/collections4/map/StaticBucketMap.java,StaticBucketMap.size(),2259,commons-lang,repos/commons-lang/src/main/java/org/apache/commons/lang3/text/StrBuilder.java,StrBuilder.toStringBuffer(),0.27891205582490813,0.21739130434782605
271,217,caffeine,repos/caffeine/caffeine/src/jmh/java/com/github/benmanes/caffeine/cache/impl/ConcurrentHashMapV7.java,"ConcurrentHashMapV7.replace(K, V)",29121,openjdk11,repos/openjdk11/src/java.base/share/classes/java/util/concurrent/ConcurrentHashMap.java,"ConcurrentHashMap.replace(K, V)",1.0000000000000002,0.4181818181818182
